#截止2023-09-25，中国移动IP地址段共计5791条。移动AS区域
#IP起始	结束	数量	网络
182.239.93.0	182.239.93.255	256	182.239.93.0/24
182.239.94.0	182.239.94.255	256	182.239.94.0/24
182.239.95.0	182.239.95.255	256	182.239.95.0/24
182.239.104.0	182.239.104.255	256	182.239.104.0/24
182.239.105.0	182.239.105.255	256	182.239.105.0/24
182.239.106.0	182.239.106.255	256	182.239.106.0/24
182.239.107.0	182.239.107.255	256	182.239.107.0/24
182.239.108.0	182.239.108.255	256	182.239.108.0/24
182.239.109.0	182.239.109.255	256	182.239.109.0/24
182.239.110.0	182.239.110.255	256	182.239.110.0/24
182.239.111.0	182.239.111.255	256	182.239.111.0/24
182.239.112.0	182.239.112.255	256	182.239.112.0/24
182.239.113.0	182.239.113.255	256	182.239.113.0/24
182.239.114.0	182.239.114.255	256	182.239.114.0/24
182.239.114.0	182.239.115.255	512	182.239.114.0/23
182.239.115.0	182.239.115.255	256	182.239.115.0/24
182.239.116.0	182.239.116.255	256	182.239.116.0/24
182.239.117.0	182.239.117.255	256	182.239.117.0/24
182.239.118.0	182.239.118.255	256	182.239.118.0/24
182.239.119.0	182.239.119.255	256	182.239.119.0/24
182.239.120.0	182.239.120.255	256	182.239.120.0/24
182.239.121.0	182.239.121.255	256	182.239.121.0/24
182.239.122.0	182.239.122.255	256	182.239.122.0/24
182.239.123.0	182.239.123.255	256	182.239.123.0/24
182.239.124.0	182.239.124.255	256	182.239.124.0/24
182.239.125.0	182.239.125.255	256	182.239.125.0/24
182.239.127.0	182.239.127.255	256	182.239.127.0/24
183.200.0.0	183.200.31.255	8192	183.200.0.0/19
183.200.0.0	183.200.255.255	65536	183.200.0.0/16
183.200.32.0	183.200.63.255	8192	183.200.32.0/19
183.200.48.0	183.200.63.255	4096	183.200.48.0/20
183.200.64.0	183.200.79.255	4096	183.200.64.0/20
183.200.80.0	183.200.95.255	4096	183.200.80.0/20
183.200.96.0	183.200.111.255	4096	183.200.96.0/20
183.200.112.0	183.200.127.255	4096	183.200.112.0/20
183.200.128.0	183.200.159.255	8192	183.200.128.0/19
183.200.160.0	183.200.175.255	4096	183.200.160.0/20
183.200.176.0	183.200.191.255	4096	183.200.176.0/20
183.200.192.0	183.200.207.255	4096	183.200.192.0/20
183.200.208.0	183.200.223.255	4096	183.200.208.0/20
183.200.224.0	183.200.239.255	4096	183.200.224.0/20
183.200.240.0	183.200.255.255	4096	183.200.240.0/20
183.201.0.0	183.201.255.255	65536	183.201.0.0/16
183.201.64.0	183.201.127.255	16384	183.201.64.0/18
183.201.192.0	183.201.255.255	16384	183.201.192.0/18
183.202.0.0	183.202.15.255	4096	183.202.0.0/20
183.202.0.0	183.202.255.255	65536	183.202.0.0/16
183.202.16.0	183.202.31.255	4096	183.202.16.0/20
183.202.32.0	183.202.47.255	4096	183.202.32.0/20
183.202.48.0	183.202.63.255	4096	183.202.48.0/20
183.202.64.0	183.202.79.255	4096	183.202.64.0/20
183.202.80.0	183.202.87.255	2048	183.202.80.0/21
183.202.88.0	183.202.95.255	2048	183.202.88.0/21
183.202.96.0	183.202.103.255	2048	183.202.96.0/21
183.202.104.0	183.202.111.255	2048	183.202.104.0/21
183.202.112.0	183.202.119.255	2048	183.202.112.0/21
183.202.120.0	183.202.127.255	2048	183.202.120.0/21
183.202.128.0	183.202.143.255	4096	183.202.128.0/20
183.202.144.0	183.202.159.255	4096	183.202.144.0/20
183.202.160.0	183.202.175.255	4096	183.202.160.0/20
183.202.176.0	183.202.191.255	4096	183.202.176.0/20
183.202.192.0	183.202.207.255	4096	183.202.192.0/20
183.202.208.0	183.202.215.255	2048	183.202.208.0/21
183.202.216.0	183.202.223.255	2048	183.202.216.0/21
183.202.224.0	183.202.231.255	2048	183.202.224.0/21
183.202.232.0	183.202.239.255	2048	183.202.232.0/21
183.202.240.0	183.202.247.255	2048	183.202.240.0/21
183.202.248.0	183.202.255.255	2048	183.202.248.0/21
183.203.0.0	183.203.31.255	8192	183.203.0.0/19
183.203.32.0	183.203.63.255	8192	183.203.32.0/19
183.203.64.0	183.203.95.255	8192	183.203.64.0/19
183.203.96.0	183.203.127.255	8192	183.203.96.0/19
183.203.128.0	183.203.191.255	16384	183.203.128.0/18
183.203.192.0	183.203.223.255	8192	183.203.192.0/19
183.203.217.0	183.203.217.255	256	183.203.217.0/24
183.203.224.0	183.203.255.255	8192	183.203.224.0/19
183.206.0.0	183.206.31.255	8192	183.206.0.0/19
183.206.0.0	183.206.255.255	65536	183.206.0.0/16
183.206.0.0	183.207.255.255	131072	183.206.0.0/15
183.206.32.0	183.206.63.255	8192	183.206.32.0/19
183.206.64.0	183.206.95.255	8192	183.206.64.0/19
183.206.96.0	183.206.127.255	8192	183.206.96.0/19
183.206.128.0	183.206.159.255	8192	183.206.128.0/19
183.206.160.0	183.206.175.255	4096	183.206.160.0/20
183.206.184.0	183.206.187.255	1024	183.206.184.0/22
183.206.188.0	183.206.191.255	1024	183.206.188.0/22
183.206.192.0	183.206.199.255	2048	183.206.192.0/21
183.206.200.0	183.206.207.255	2048	183.206.200.0/21
183.206.208.0	183.206.211.255	1024	183.206.208.0/22
183.206.212.0	183.206.215.255	1024	183.206.212.0/22
183.206.216.0	183.206.223.255	2048	183.206.216.0/21
183.206.224.0	183.206.224.255	256	183.206.224.0/24
183.206.224.0	183.206.231.255	2048	183.206.224.0/21
183.206.225.0	183.206.225.255	256	183.206.225.0/24
183.206.226.0	183.206.226.255	256	183.206.226.0/24
183.206.232.0	183.206.235.255	1024	183.206.232.0/22
183.207.0.0	183.207.3.255	1024	183.207.0.0/22
183.207.8.0	183.207.11.255	1024	183.207.8.0/22
183.207.21.0	183.207.21.255	256	183.207.21.0/24
183.207.40.0	183.207.40.255	256	183.207.40.0/24
183.207.41.0	183.207.41.255	256	183.207.41.0/24
183.207.42.0	183.207.42.255	256	183.207.42.0/24
183.207.81.0	183.207.81.255	256	183.207.81.0/24
183.207.120.0	183.207.127.255	2048	183.207.120.0/21
183.207.160.0	183.207.163.255	1024	183.207.160.0/22
183.207.164.0	183.207.167.255	1024	183.207.164.0/22
183.207.168.0	183.207.169.255	512	183.207.168.0/23
183.207.170.0	183.207.171.255	512	183.207.170.0/23
183.207.172.0	183.207.175.255	1024	183.207.172.0/22
183.207.176.0	183.207.179.255	1024	183.207.176.0/22
183.207.180.0	183.207.183.255	1024	183.207.180.0/22
183.207.184.0	183.207.187.255	1024	183.207.184.0/22
183.207.188.0	183.207.189.255	512	183.207.188.0/23
183.207.190.0	183.207.191.255	512	183.207.190.0/23
183.207.214.0	183.207.214.255	256	183.207.214.0/24
183.207.255.0	183.207.255.255	256	183.207.255.0/24
183.208.0.0	183.208.31.255	8192	183.208.0.0/19
183.208.0.0	183.208.255.255	65536	183.208.0.0/16
183.208.0.0	183.211.255.255	262144	183.208.0.0/14
183.208.32.0	183.208.63.255	8192	183.208.32.0/19
183.208.64.0	183.208.95.255	8192	183.208.64.0/19
183.208.96.0	183.208.96.255	256	183.208.96.0/24
183.208.96.0	183.208.127.255	8192	183.208.96.0/19
183.208.97.0	183.208.97.255	256	183.208.97.0/24
183.208.98.0	183.208.98.255	256	183.208.98.0/24
183.208.99.0	183.208.99.255	256	183.208.99.0/24
183.208.128.0	183.208.159.255	8192	183.208.128.0/19
183.208.160.0	183.208.191.255	8192	183.208.160.0/19
183.208.192.0	183.208.223.255	8192	183.208.192.0/19
183.208.224.0	183.208.255.255	8192	183.208.224.0/19
183.209.0.0	183.209.31.255	8192	183.209.0.0/19
183.209.0.0	183.209.255.255	65536	183.209.0.0/16
183.209.32.0	183.209.63.255	8192	183.209.32.0/19
183.209.64.0	183.209.95.255	8192	183.209.64.0/19
183.209.96.0	183.209.127.255	8192	183.209.96.0/19
183.209.128.0	183.209.159.255	8192	183.209.128.0/19
183.209.160.0	183.209.191.255	8192	183.209.160.0/19
183.209.192.0	183.209.223.255	8192	183.209.192.0/19
183.209.224.0	183.209.255.255	8192	183.209.224.0/19
183.210.0.0	183.210.31.255	8192	183.210.0.0/19
183.210.0.0	183.210.255.255	65536	183.210.0.0/16
183.210.32.0	183.210.63.255	8192	183.210.32.0/19
183.210.64.0	183.210.95.255	8192	183.210.64.0/19
183.210.96.0	183.210.127.255	8192	183.210.96.0/19
183.210.128.0	183.210.159.255	8192	183.210.128.0/19
183.210.160.0	183.210.191.255	8192	183.210.160.0/19
183.210.174.0	183.210.175.255	512	183.210.174.0/23
183.210.192.0	183.210.223.255	8192	183.210.192.0/19
183.210.224.0	183.210.255.255	8192	183.210.224.0/19
183.211.0.0	183.211.31.255	8192	183.211.0.0/19
183.211.0.0	183.211.255.255	65536	183.211.0.0/16
183.211.32.0	183.211.63.255	8192	183.211.32.0/19
183.211.64.0	183.211.95.255	8192	183.211.64.0/19
183.211.96.0	183.211.127.255	8192	183.211.96.0/19
183.211.128.0	183.211.159.255	8192	183.211.128.0/19
183.211.160.0	183.211.191.255	8192	183.211.160.0/19
183.211.192.0	183.211.223.255	8192	183.211.192.0/19
183.211.224.0	183.211.255.255	8192	183.211.224.0/19
183.211.255.0	183.211.255.255	256	183.211.255.0/24
183.212.0.0	183.212.31.255	8192	183.212.0.0/19
183.212.0.0	183.212.255.255	65536	183.212.0.0/16
183.212.0.0	183.213.255.255	131072	183.212.0.0/15
183.212.32.0	183.212.63.255	8192	183.212.32.0/19
183.212.64.0	183.212.95.255	8192	183.212.64.0/19
183.212.96.0	183.212.127.255	8192	183.212.96.0/19
183.212.128.0	183.212.159.255	8192	183.212.128.0/19
183.212.139.0	183.212.139.255	256	183.212.139.0/24
183.212.160.0	183.212.191.255	8192	183.212.160.0/19
183.212.192.0	183.212.223.255	8192	183.212.192.0/19
183.212.224.0	183.212.255.255	8192	183.212.224.0/19
183.213.0.0	183.213.15.255	4096	183.213.0.0/20
183.213.0.0	183.213.127.255	32768	183.213.0.0/17
183.213.16.0	183.213.23.255	2048	183.213.16.0/21
183.213.16.0	183.213.31.255	4096	183.213.16.0/20
183.213.24.0	183.213.31.255	2048	183.213.24.0/21
183.213.32.0	183.213.63.255	8192	183.213.32.0/19
183.213.64.0	183.213.95.255	8192	183.213.64.0/19
183.213.96.0	183.213.127.255	8192	183.213.96.0/19
183.213.128.0	183.213.159.255	8192	183.213.128.0/19
183.213.128.0	183.213.255.255	32768	183.213.128.0/17
183.213.160.0	183.213.191.255	8192	183.213.160.0/19
183.213.192.0	183.213.223.255	8192	183.213.192.0/19
183.213.224.0	183.213.255.255	8192	183.213.224.0/19
183.213.250.0	183.213.251.255	512	183.213.250.0/23
183.214.0.0	183.214.3.255	1024	183.214.0.0/22
183.214.0.0	183.214.255.255	65536	183.214.0.0/16
183.214.6.0	183.214.6.255	256	183.214.6.0/24
183.214.7.0	183.214.7.255	256	183.214.7.0/24
183.214.8.0	183.214.9.255	512	183.214.8.0/23
183.214.10.0	183.214.11.255	512	183.214.10.0/23
183.214.12.0	183.214.15.255	1024	183.214.12.0/22
183.214.16.0	183.214.17.255	512	183.214.16.0/23
183.214.20.0	183.214.20.255	256	183.214.20.0/24
183.214.20.0	183.214.23.255	1024	183.214.20.0/22
183.214.21.0	183.214.21.255	256	183.214.21.0/24
183.214.22.0	183.214.22.255	256	183.214.22.0/24
183.214.23.0	183.214.23.255	256	183.214.23.0/24
183.214.24.0	183.214.31.255	2048	183.214.24.0/21
183.214.32.0	183.214.35.255	1024	183.214.32.0/22
183.214.32.0	183.214.39.255	2048	183.214.32.0/21
183.214.36.0	183.214.39.255	1024	183.214.36.0/22
183.214.40.0	183.214.40.255	256	183.214.40.0/24
183.214.40.0	183.214.41.255	512	183.214.40.0/23
183.214.41.0	183.214.41.255	256	183.214.41.0/24
183.214.42.0	183.214.43.255	512	183.214.42.0/23
183.214.44.0	183.214.45.255	512	183.214.44.0/23
183.214.46.0	183.214.47.255	512	183.214.46.0/23
183.214.48.0	183.214.48.255	256	183.214.48.0/24
183.214.48.0	183.214.51.255	1024	183.214.48.0/22
183.214.49.0	183.214.49.255	256	183.214.49.0/24
183.214.50.0	183.214.50.255	256	183.214.50.0/24
183.214.51.0	183.214.51.255	256	183.214.51.0/24
183.214.52.0	183.214.52.255	256	183.214.52.0/24
183.214.52.0	183.214.55.255	1024	183.214.52.0/22
183.214.53.0	183.214.53.255	256	183.214.53.0/24
183.214.56.0	183.214.56.255	256	183.214.56.0/24
183.214.56.0	183.214.59.255	1024	183.214.56.0/22
183.214.57.0	183.214.57.255	256	183.214.57.0/24
183.214.58.0	183.214.59.255	512	183.214.58.0/23
183.214.61.0	183.214.61.255	256	183.214.61.0/24
183.214.62.0	183.214.63.255	512	183.214.62.0/23
183.214.63.0	183.214.63.255	256	183.214.63.0/24
183.214.64.0	183.214.67.255	1024	183.214.64.0/22
183.214.67.0	183.214.67.255	256	183.214.67.0/24
183.214.68.0	183.214.68.255	256	183.214.68.0/24
183.214.68.0	183.214.69.255	512	183.214.68.0/23
183.214.69.0	183.214.69.255	256	183.214.69.0/24
183.214.72.0	183.214.72.255	256	183.214.72.0/24
183.214.72.0	183.214.75.255	1024	183.214.72.0/22
183.214.73.0	183.214.73.255	256	183.214.73.0/24
183.214.74.0	183.214.74.255	256	183.214.74.0/24
183.214.75.0	183.214.75.255	256	183.214.75.0/24
183.214.78.0	183.214.78.255	256	183.214.78.0/24
183.214.78.0	183.214.79.255	512	183.214.78.0/23
183.214.79.0	183.214.79.255	256	183.214.79.0/24
183.214.80.0	183.214.83.255	1024	183.214.80.0/22
183.214.83.0	183.214.83.255	256	183.214.83.0/24
183.214.84.0	183.214.87.255	1024	183.214.84.0/22
183.214.85.0	183.214.85.255	256	183.214.85.0/24
183.214.88.0	183.214.91.255	1024	183.214.88.0/22
183.214.92.0	183.214.93.255	512	183.214.92.0/23
183.214.94.0	183.214.94.255	256	183.214.94.0/24
183.214.94.0	183.214.95.255	512	183.214.94.0/23
183.214.95.0	183.214.95.255	256	183.214.95.0/24
183.214.96.0	183.214.96.255	256	183.214.96.0/24
183.214.96.0	183.214.99.255	1024	183.214.96.0/22
183.214.97.0	183.214.97.255	256	183.214.97.0/24
183.214.100.0	183.214.100.255	256	183.214.100.0/24
183.214.100.0	183.214.101.255	512	183.214.100.0/23
183.214.101.0	183.214.101.255	256	183.214.101.0/24
183.214.102.0	183.214.102.255	256	183.214.102.0/24
183.214.103.0	183.214.103.255	256	183.214.103.0/24
183.214.104.0	183.214.107.255	1024	183.214.104.0/22
183.214.108.0	183.214.108.255	256	183.214.108.0/24
183.214.108.0	183.214.111.255	1024	183.214.108.0/22
183.214.112.0	183.214.115.255	1024	183.214.112.0/22
183.214.114.0	183.214.114.255	256	183.214.114.0/24
183.214.115.0	183.214.115.255	256	183.214.115.0/24
183.214.116.0	183.214.116.255	256	183.214.116.0/24
183.214.116.0	183.214.119.255	1024	183.214.116.0/22
183.214.117.0	183.214.117.255	256	183.214.117.0/24
183.214.118.0	183.214.118.255	256	183.214.118.0/24
183.214.119.0	183.214.119.255	256	183.214.119.0/24
183.214.120.0	183.214.120.255	256	183.214.120.0/24
183.214.120.0	183.214.123.255	1024	183.214.120.0/22
183.214.121.0	183.214.121.255	256	183.214.121.0/24
183.214.122.0	183.214.122.255	256	183.214.122.0/24
183.214.123.0	183.214.123.255	256	183.214.123.0/24
183.214.124.0	183.214.125.255	512	183.214.124.0/23
183.214.126.0	183.214.126.255	256	183.214.126.0/24
183.214.126.0	183.214.127.255	512	183.214.126.0/23
183.214.128.0	183.214.128.255	256	183.214.128.0/24
183.214.129.0	183.214.129.255	256	183.214.129.0/24
183.214.132.0	183.214.132.255	256	183.214.132.0/24
183.214.133.0	183.214.133.255	256	183.214.133.0/24
183.214.134.0	183.214.134.255	256	183.214.134.0/24
183.214.135.0	183.214.135.255	256	183.214.135.0/24
183.214.136.0	183.214.137.255	512	183.214.136.0/23
183.214.139.0	183.214.139.255	256	183.214.139.0/24
183.214.140.0	183.214.140.255	256	183.214.140.0/24
183.214.141.0	183.214.141.255	256	183.214.141.0/24
183.214.142.0	183.214.142.255	256	183.214.142.0/24
183.214.143.0	183.214.143.255	256	183.214.143.0/24
183.214.144.0	183.214.144.255	256	183.214.144.0/24
183.214.145.0	183.214.145.255	256	183.214.145.0/24
183.214.146.0	183.214.146.255	256	183.214.146.0/24
183.214.147.0	183.214.147.255	256	183.214.147.0/24
183.214.148.0	183.214.148.255	256	183.214.148.0/24
183.214.148.0	183.214.149.255	512	183.214.148.0/23
183.214.150.0	183.214.150.255	256	183.214.150.0/24
183.214.151.0	183.214.151.255	256	183.214.151.0/24
183.214.152.0	183.214.152.255	256	183.214.152.0/24
183.214.153.0	183.214.153.255	256	183.214.153.0/24
183.214.154.0	183.214.154.255	256	183.214.154.0/24
183.214.155.0	183.214.155.255	256	183.214.155.0/24
183.214.156.0	183.214.156.255	256	183.214.156.0/24
183.214.157.0	183.214.157.255	256	183.214.157.0/24
183.214.161.0	183.214.161.255	256	183.214.161.0/24
183.214.162.0	183.214.162.255	256	183.214.162.0/24
183.214.163.0	183.214.163.255	256	183.214.163.0/24
183.214.164.0	183.214.167.255	1024	183.214.164.0/22
183.214.172.0	183.214.175.255	1024	183.214.172.0/22
183.214.175.0	183.214.175.255	256	183.214.175.0/24
183.214.176.0	183.214.191.255	4096	183.214.176.0/20
183.214.180.0	183.214.180.255	256	183.214.180.0/24
183.214.181.0	183.214.181.255	256	183.214.181.0/24
183.214.189.0	183.214.189.255	256	183.214.189.0/24
183.214.191.0	183.214.191.255	256	183.214.191.0/24
183.214.192.0	183.214.207.255	4096	183.214.192.0/20
183.214.197.0	183.214.197.255	256	183.214.197.0/24
183.214.208.0	183.214.208.255	256	183.214.208.0/24
183.214.208.0	183.214.211.255	1024	183.214.208.0/22
183.214.212.0	183.214.213.255	512	183.214.212.0/23
183.214.214.0	183.214.214.255	256	183.214.214.0/24
183.214.215.0	183.214.215.255	256	183.214.215.0/24
183.214.216.0	183.214.223.255	2048	183.214.216.0/21
183.214.220.0	183.214.220.255	256	183.214.220.0/24
183.214.224.0	183.214.227.255	1024	183.214.224.0/22
183.214.236.0	183.214.236.255	256	183.214.236.0/24
183.214.236.0	183.214.239.255	1024	183.214.236.0/22
183.214.237.0	183.214.237.255	256	183.214.237.0/24
183.214.238.0	183.214.238.255	256	183.214.238.0/24
183.214.240.0	183.214.240.255	256	183.214.240.0/24
183.214.240.0	183.214.243.255	1024	183.214.240.0/22
183.214.242.0	183.214.242.255	256	183.214.242.0/24
183.214.244.0	183.214.244.255	256	183.214.244.0/24
183.214.244.0	183.214.247.255	1024	183.214.244.0/22
183.214.245.0	183.214.245.255	256	183.214.245.0/24
183.214.246.0	183.214.246.255	256	183.214.246.0/24
183.214.247.0	183.214.247.255	256	183.214.247.0/24
183.214.248.0	183.214.248.255	256	183.214.248.0/24
183.214.248.0	183.214.251.255	1024	183.214.248.0/22
183.214.249.0	183.214.249.255	256	183.214.249.0/24
183.214.250.0	183.214.250.255	256	183.214.250.0/24
183.214.251.0	183.214.251.255	256	183.214.251.0/24
183.214.252.0	183.214.252.255	256	183.214.252.0/24
183.214.252.0	183.214.253.255	512	183.214.252.0/23
183.214.253.0	183.214.253.255	256	183.214.253.0/24
183.215.0.0	183.215.0.255	256	183.215.0.0/24
183.215.0.0	183.215.3.255	1024	183.215.0.0/22
183.215.0.0	183.215.255.255	65536	183.215.0.0/16
183.215.1.0	183.215.1.255	256	183.215.1.0/24
183.215.2.0	183.215.2.255	256	183.215.2.0/24
183.215.3.0	183.215.3.255	256	183.215.3.0/24
183.215.4.0	183.215.4.255	256	183.215.4.0/24
183.215.4.0	183.215.5.255	512	183.215.4.0/23
183.215.5.0	183.215.5.255	256	183.215.5.0/24
183.215.6.0	183.215.7.255	512	183.215.6.0/23
183.215.8.0	183.215.9.255	512	183.215.8.0/23
183.215.10.0	183.215.11.255	512	183.215.10.0/23
183.215.12.0	183.215.12.255	256	183.215.12.0/24
183.215.12.0	183.215.13.255	512	183.215.12.0/23
183.215.14.0	183.215.14.255	256	183.215.14.0/24
183.215.15.0	183.215.15.255	256	183.215.15.0/24
183.215.16.0	183.215.16.255	256	183.215.16.0/24
183.215.16.0	183.215.19.255	1024	183.215.16.0/22
183.215.17.0	183.215.17.255	256	183.215.17.0/24
183.215.18.0	183.215.18.255	256	183.215.18.0/24
183.215.19.0	183.215.19.255	256	183.215.19.0/24
183.215.20.0	183.215.23.255	1024	183.215.20.0/22
183.215.21.0	183.215.21.255	256	183.215.21.0/24
183.215.22.0	183.215.22.255	256	183.215.22.0/24
183.215.23.0	183.215.23.255	256	183.215.23.0/24
183.215.24.0	183.215.27.255	1024	183.215.24.0/22
183.215.29.0	183.215.29.255	256	183.215.29.0/24
183.215.30.0	183.215.31.255	512	183.215.30.0/23
183.215.31.0	183.215.31.255	256	183.215.31.0/24
183.215.32.0	183.215.47.255	4096	183.215.32.0/20
183.215.33.0	183.215.33.255	256	183.215.33.0/24
183.215.34.0	183.215.34.255	256	183.215.34.0/24
183.215.39.0	183.215.39.255	256	183.215.39.0/24
183.215.40.0	183.215.40.255	256	183.215.40.0/24
183.215.41.0	183.215.41.255	256	183.215.41.0/24
183.215.42.0	183.215.42.255	256	183.215.42.0/24
183.215.48.0	183.215.51.255	1024	183.215.48.0/22
183.215.48.0	183.215.55.255	2048	183.215.48.0/21
183.215.52.0	183.215.53.255	512	183.215.52.0/23
183.215.54.0	183.215.54.255	256	183.215.54.0/24
183.215.55.0	183.215.55.255	256	183.215.55.0/24
183.215.56.0	183.215.59.255	1024	183.215.56.0/22
183.215.60.0	183.215.60.255	256	183.215.60.0/24
183.215.63.0	183.215.63.255	256	183.215.63.0/24
183.215.64.0	183.215.67.255	1024	183.215.64.0/22
183.215.67.0	183.215.67.255	256	183.215.67.0/24
183.215.68.0	183.215.69.255	512	183.215.68.0/23
183.215.70.0	183.215.71.255	512	183.215.70.0/23
183.215.72.0	183.215.79.255	2048	183.215.72.0/21
183.215.80.0	183.215.87.255	2048	183.215.80.0/21
183.215.88.0	183.215.91.255	1024	183.215.88.0/22
183.215.93.0	183.215.93.255	256	183.215.93.0/24
183.215.94.0	183.215.94.255	256	183.215.94.0/24
183.215.94.0	183.215.95.255	512	183.215.94.0/23
183.215.96.0	183.215.99.255	1024	183.215.96.0/22
183.215.99.0	183.215.99.255	256	183.215.99.0/24
183.215.101.0	183.215.101.255	256	183.215.101.0/24
183.215.102.0	183.215.102.255	256	183.215.102.0/24
183.215.103.0	183.215.103.255	256	183.215.103.0/24
183.215.105.0	183.215.105.255	256	183.215.105.0/24
183.215.106.0	183.215.106.255	256	183.215.106.0/24
183.215.107.0	183.215.107.255	256	183.215.107.0/24
183.215.108.0	183.215.108.255	256	183.215.108.0/24
183.215.109.0	183.215.109.255	256	183.215.109.0/24
183.215.110.0	183.215.110.255	256	183.215.110.0/24
183.215.111.0	183.215.111.255	256	183.215.111.0/24
183.215.112.0	183.215.112.255	256	183.215.112.0/24
183.215.113.0	183.215.113.255	256	183.215.113.0/24
183.215.114.0	183.215.114.255	256	183.215.114.0/24
183.215.115.0	183.215.115.255	256	183.215.115.0/24
183.215.116.0	183.215.116.255	256	183.215.116.0/24
183.215.117.0	183.215.117.255	256	183.215.117.0/24
183.215.118.0	183.215.118.255	256	183.215.118.0/24
183.215.119.0	183.215.119.255	256	183.215.119.0/24
